Region,Main_Sector,Year,Price_Type,Sector_GRDP
Western Visayas,Industry,2003,At Constant 2018 Prices,71508972.0
Western Visayas,Industry,2003,At Current Prices,48213773.0
Western Visayas,Industry,2004,At Constant 2018 Prices,76344232.0
Western Visayas,Industry,2004,At Current Prices,51845400.0
Western Visayas,Industry,2005,At Constant 2018 Prices,79543501.0
Western Visayas,Industry,2005,At Current Prices,56570900.0
Western Visayas,Industry,2006,At Constant 2018 Prices,80403870.0
Western Visayas,Industry,2006,At Current Prices,60084195.0
Western Visayas,Industry,2007,At Constant 2018 Prices,84768828.0
Western Visayas,Industry,2007,At Current Prices,66274373.0
Western Visayas,Industry,2008,At Constant 2018 Prices,90601728.0
Western Visayas,Industry,2008,At Current Prices,78866668.0
Western Visayas,Industry,2009,At Constant 2018 Prices,101317456.0
Western Visayas,Industry,2009,At Current Prices,87475016.0
Western Visayas,Industry,2010,At Constant 2018 Prices,105136649.0
Western Visayas,Industry,2010,At Current Prices,92658810.0
Western Visayas,Industry,2011,At Constant 2018 Prices,103671583.0
Western Visayas,Industry,2011,At Current Prices,96209252.0
Western Visayas,Industry,2012,At Constant 2018 Prices,119432381.0
Western Visayas,Industry,2012,At Current Prices,107909017.0
Western Visayas,Industry,2013,At Constant 2018 Prices,125566700.0
Western Visayas,Industry,2013,At Current Prices,112938222.0
Western Visayas,Industry,2014,At Constant 2018 Prices,137372275.0
Western Visayas,Industry,2014,At Current Prices,126613149.0
Western Visayas,Industry,2015,At Constant 2018 Prices,155444332.0
Western Visayas,Industry,2015,At Current Prices,142702171.0
Western Visayas,Industry,2016,At Constant 2018 Prices,162608485.0
Western Visayas,Industry,2016,At Current Prices,154725090.0
Western Visayas,Industry,2017,At Constant 2018 Prices,169659855.0
Western Visayas,Industry,2017,At Current Prices,165404587.0
Western Visayas,Industry,2018,At Constant 2018 Prices,181542556.0
Western Visayas,Industry,2018,At Current Prices,181542556.0
Western Visayas,Industry,2019,At Constant 2018 Prices,192649883.0
Western Visayas,Industry,2019,At Current Prices,198637883.0
Western Visayas,Industry,2020,At Constant 2018 Prices,174785323.0
Western Visayas,Industry,2020,At Current Prices,188867373.0
Western Visayas,Industry,2021,At Constant 2018 Prices,187776110.0
Western Visayas,Industry,2021,At Current Prices,215910359.0
Western Visayas,Industry,2022,At Constant 2018 Prices,315002787.0
Western Visayas,Industry,2022,At Current Prices,474432167.0
Western Visayas,Industry,2023,At Constant 2018 Prices,338254128.0
Western Visayas,Industry,2023,At Current Prices,449153844.0
Western Visayas,Industry,2024,At Constant 2018 Prices,121916629.0
Western Visayas,Industry,2024,At Current Prices,160403054.0
Western Visayas,Services,2000,At Constant 2018 Prices,176482468.0
Western Visayas,Services,2000,At Current Prices,95935911.0
Western Visayas,Services,2001,At Constant 2018 Prices,178017492.0
Western Visayas,Services,2001,At Current Prices,103071228.0
Western Visayas,Services,2002,At Constant 2018 Prices,184353182.0
Western Visayas,Services,2002,At Current Prices,110226322.0
Western Visayas,Services,2003,At Constant 2018 Prices,194709935.0
Western Visayas,Services,2003,At Current Prices,120528094.0
Western Visayas,Services,2004,At Constant 2018 Prices,210079967.0
Western Visayas,Services,2004,At Current Prices,132126091.0
Western Visayas,Services,2005,At Constant 2018 Prices,224852891.0
Western Visayas,Services,2005,At Current Prices,149059226.0
Western Visayas,Services,2006,At Constant 2018 Prices,244303366.0
Western Visayas,Services,2006,At Current Prices,168387154.0
Western Visayas,Services,2007,At Constant 2018 Prices,269002934.0
Western Visayas,Services,2007,At Current Prices,189454432.0
Western Visayas,Services,2008,At Constant 2018 Prices,281534724.0
Western Visayas,Services,2008,At Current Prices,210716827.0
Western Visayas,Services,2009,At Constant 2018 Prices,297177588.0
Western Visayas,Services,2009,At Current Prices,226847189.0
Western Visayas,Services,2010,At Constant 2018 Prices,323766955.0
Western Visayas,Services,2010,At Current Prices,256087073.0
Western Visayas,Services,2011,At Constant 2018 Prices,341464056.0
Western Visayas,Services,2011,At Current Prices,281541241.0
Western Visayas,Services,2012,At Constant 2018 Prices,371795930.0
Western Visayas,Services,2012,At Current Prices,317157273.0
Western Visayas,Services,2013,At Constant 2018 Prices,397153731.0
Western Visayas,Services,2013,At Current Prices,353390391.0
Western Visayas,Services,2014,At Constant 2018 Prices,421952974.0
Western Visayas,Services,2014,At Current Prices,385338407.0
Western Visayas,Services,2015,At Constant 2018 Prices,460605229.0
Western Visayas,Services,2015,At Current Prices,431960726.0
Western Visayas,Services,2016,At Constant 2018 Prices,506283183.0
Western Visayas,Services,2016,At Current Prices,483711560.0
Western Visayas,Services,2017,At Constant 2018 Prices,555499457.0
Western Visayas,Services,2017,At Current Prices,535806090.0
Western Visayas,Services,2018,At Constant 2018 Prices,586706650.0
Western Visayas,Services,2018,At Current Prices,586706650.0
Western Visayas,Services,2019,At Constant 2018 Prices,631761351.0
Western Visayas,Services,2019,At Current Prices,643009824.0
Western Visayas,Services,2020,At Constant 2018 Prices,528951037.0
Western Visayas,Services,2020,At Current Prices,553447756.0
Western Visayas,Services,2021,At Constant 2018 Prices,559235761.0
Western Visayas,Services,2021,At Current Prices,606370204.0
Western Visayas,Services,2022,At Constant 2018 Prices,1020298234.0
Western Visayas,Services,2022,At Current Prices,1149750578.0
Western Visayas,Services,2023,At Constant 2018 Prices,1131991393.0
Western Visayas,Services,2023,At Current Prices,1347052623.0
Western Visayas,Services,2024,At Constant 2018 Prices,461950849.0
Western Visayas,Services,2024,At Current Prices,563751828.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2000,At Constant 2018 Prices,55889691.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2000,At Current Prices,20645129.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2001,At Constant 2018 Prices,58259340.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2001,At Current Prices,22963286.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2002,At Constant 2018 Prices,58871387.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2002,At Current Prices,24695037.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2003,At Constant 2018 Prices,61902227.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2003,At Current Prices,26269175.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2004,At Constant 2018 Prices,63445001.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2004,At Current Prices,29816774.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2005,At Constant 2018 Prices,69619181.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2005,At Current Prices,34153563.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2006,At Constant 2018 Prices,69245092.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2006,At Current Prices,38611221.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2007,At Constant 2018 Prices,74878611.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2007,At Current Prices,45892094.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2008,At Constant 2018 Prices,76090625.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2008,At Current Prices,54938550.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2009,At Constant 2018 Prices,81879484.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2009,At Current Prices,58470257.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2010,At Constant 2018 Prices,80287882.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2010,At Current Prices,62907995.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2011,At Constant 2018 Prices,73078920.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2011,At Current Prices,68773927.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2012,At Constant 2018 Prices,70612423.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2012,At Current Prices,67828749.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2013,At Constant 2018 Prices,72508527.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2013,At Current Prices,68248123.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2014,At Constant 2018 Prices,74415366.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2014,At Current Prices,67623275.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2015,At Constant 2018 Prices,76570829.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2015,At Current Prices,64368976.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2016,At Constant 2018 Prices,72755502.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2016,At Current Prices,61941592.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2017,At Constant 2018 Prices,72780796.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2017,At Current Prices,68081597.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2018,At Constant 2018 Prices,73172143.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2018,At Current Prices,73172143.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2019,At Constant 2018 Prices,73375340.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2019,At Current Prices,74662581.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2020,At Constant 2018 Prices,72600804.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2020,At Current Prices,75757238.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2021,At Constant 2018 Prices,74430293.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2021,At Current Prices,84028300.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2022,At Constant 2018 Prices,149569110.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2022,At Current Prices,187762346.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2023,At Constant 2018 Prices,152594635.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2023,At Current Prices,195181544.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2024,At Constant 2018 Prices,73624323.0
Zamboanga Peninsula,"Agriculture, forestry, and fishing",2024,At Current Prices,110465943.0
Zamboanga Peninsula,Gross Domestic Product,2000,At Constant 2018 Prices,153478479.0
Zamboanga Peninsula,Gross Domestic Product,2000,At Current Prices,71512156.0
Zamboanga Peninsula,Gross Domestic Product,2001,At Constant 2018 Prices,156632083.0
Zamboanga Peninsula,Gross Domestic Product,2001,At Current Prices,76332913.0
Zamboanga Peninsula,Gross Domestic Product,2002,At Constant 2018 Prices,161152567.0
Zamboanga Peninsula,Gross Domestic Product,2002,At Current Prices,81220537.0
Zamboanga Peninsula,Gross Domestic Product,2003,At Constant 2018 Prices,168261350.0
Zamboanga Peninsula,Gross Domestic Product,2003,At Current Prices,86783931.0
Zamboanga Peninsula,Gross Domestic Product,2004,At Constant 2018 Prices,175819789.0
Zamboanga Peninsula,Gross Domestic Product,2004,At Current Prices,96967352.0
Zamboanga Peninsula,Gross Domestic Product,2005,At Constant 2018 Prices,188931320.0
Zamboanga Peninsula,Gross Domestic Product,2005,At Current Prices,110091946.0
Zamboanga Peninsula,Gross Domestic Product,2006,At Constant 2018 Prices,196123519.0
Zamboanga Peninsula,Gross Domestic Product,2006,At Current Prices,124161636.0
Zamboanga Peninsula,Gross Domestic Product,2007,At Constant 2018 Prices,211043562.0
Zamboanga Peninsula,Gross Domestic Product,2007,At Current Prices,140783508.0
Zamboanga Peninsula,Gross Domestic Product,2008,At Constant 2018 Prices,217350412.0
Zamboanga Peninsula,Gross Domestic Product,2008,At Current Prices,162968224.0
Zamboanga Peninsula,Gross Domestic Product,2009,At Constant 2018 Prices,232017626.0
Zamboanga Peninsula,Gross Domestic Product,2009,At Current Prices,178223978.0
Zamboanga Peninsula,Gross Domestic Product,2010,At Constant 2018 Prices,239770872.0
Zamboanga Peninsula,Gross Domestic Product,2010,At Current Prices,195081265.0
Zamboanga Peninsula,Gross Domestic Product,2011,At Constant 2018 Prices,240130505.0
Zamboanga Peninsula,Gross Domestic Product,2011,At Current Prices,210255381.0
Zamboanga Peninsula,Gross Domestic Product,2012,At Constant 2018 Prices,267034112.0
Zamboanga Peninsula,Gross Domestic Product,2012,At Current Prices,236734323.0
Zamboanga Peninsula,Gross Domestic Product,2013,At Constant 2018 Prices,281049615.0
Zamboanga Peninsula,Gross Domestic Product,2013,At Current Prices,253224354.0
Zamboanga Peninsula,Gross Domestic Product,2014,At Constant 2018 Prices,301747243.0
Zamboanga Peninsula,Gross Domestic Product,2014,At Current Prices,276633110.0
Zamboanga Peninsula,Gross Domestic Product,2015,At Constant 2018 Prices,329285978.0
Zamboanga Peninsula,Gross Domestic Product,2015,At Current Prices,300939935.0
Zamboanga Peninsula,Gross Domestic Product,2016,At Constant 2018 Prices,346005979.0
Zamboanga Peninsula,Gross Domestic Product,2016,At Current Prices,322282583.0
Zamboanga Peninsula,Gross Domestic Product,2017,At Constant 2018 Prices,356798449.0
Zamboanga Peninsula,Gross Domestic Product,2017,At Current Prices,344667607.0
Zamboanga Peninsula,Gross Domestic Product,2018,At Constant 2018 Prices,379428020.0
Zamboanga Peninsula,Gross Domestic Product,2018,At Current Prices,379428020.0
Zamboanga Peninsula,Gross Domestic Product,2019,At Constant 2018 Prices,396878798.0
Zamboanga Peninsula,Gross Domestic Product,2019,At Current Prices,399109397.0
Zamboanga Peninsula,Gross Domestic Product,2020,At Constant 2018 Prices,376299326.0
Zamboanga Peninsula,Gross Domestic Product,2020,At Current Prices,394821669.0
Zamboanga Peninsula,Gross Domestic Product,2021,At Constant 2018 Prices,397862811.0
Zamboanga Peninsula,Gross Domestic Product,2021,At Current Prices,428106861.0
Zamboanga Peninsula,Gross Domestic Product,2022,At Constant 2018 Prices,855341554.0
Zamboanga Peninsula,Gross Domestic Product,2022,At Current Prices,980362872.0
Zamboanga Peninsula,Gross Domestic Product,2023,At Constant 2018 Prices,894115765.0
Zamboanga Peninsula,Gross Domestic Product,2023,At Current Prices,1063251213.0
Zamboanga Peninsula,Gross Domestic Product,2024,At Constant 2018 Prices,465696349.0
Zamboanga Peninsula,Gross Domestic Product,2024,At Current Prices,582571225.0
Zamboanga Peninsula,Industry,2000,At Constant 2018 Prices,24771338.0
Zamboanga Peninsula,Industry,2000,At Current Prices,14667423.0
Zamboanga Peninsula,Industry,2001,At Constant 2018 Prices,24546883.0
Zamboanga Peninsula,Industry,2001,At Current Prices,15196842.0
Zamboanga Peninsula,Industry,2002,At Constant 2018 Prices,27459720.0
Zamboanga Peninsula,Industry,2002,At Current Prices,17446612.0
Zamboanga Peninsula,Industry,2003,At Constant 2018 Prices,28759214.0
Zamboanga Peninsula,Industry,2003,At Current Prices,18895361.0
Zamboanga Peninsula,Industry,2004,At Constant 2018 Prices,30757863.0
Zamboanga Peninsula,Industry,2004,At Current Prices,21375905.0
Zamboanga Peninsula,Industry,2005,At Constant 2018 Prices,33087789.0
Zamboanga Peninsula,Industry,2005,At Current Prices,24572627.0
Zamboanga Peninsula,Industry,2006,At Constant 2018 Prices,35879090.0
Zamboanga Peninsula,Industry,2006,At Current Prices,28447584.0
Zamboanga Peninsula,Industry,2007,At Constant 2018 Prices,40003366.0
Zamboanga Peninsula,Industry,2007,At Current Prices,32822502.0
Zamboanga Peninsula,Industry,2008,At Constant 2018 Prices,43346713.0
Zamboanga Peninsula,Industry,2008,At Current Prices,39268473.0
Zamboanga Peninsula,Industry,2009,At Constant 2018 Prices,47085345.0
Zamboanga Peninsula,Industry,2009,At Current Prices,45193332.0
Zamboanga Peninsula,Industry,2010,At Constant 2018 Prices,48464051.0
Zamboanga Peninsula,Industry,2010,At Current Prices,47627035.0
Zamboanga Peninsula,Industry,2011,At Constant 2018 Prices,48951987.0
Zamboanga Peninsula,Industry,2011,At Current Prices,48173303.0
Zamboanga Peninsula,Industry,2012,At Constant 2018 Prices,64285468.0
Zamboanga Peninsula,Industry,2012,At Current Prices,62642095.0
Zamboanga Peninsula,Industry,2013,At Constant 2018 Prices,70365911.0
Zamboanga Peninsula,Industry,2013,At Current Prices,68553529.0
Zamboanga Peninsula,Industry,2014,At Constant 2018 Prices,79151522.0
Zamboanga Peninsula,Industry,2014,At Current Prices,80673918.0
Zamboanga Peninsula,Industry,2015,At Constant 2018 Prices,93178767.0
Zamboanga Peninsula,Industry,2015,At Current Prices,95469572.0
Zamboanga Peninsula,Industry,2016,At Constant 2018 Prices,104278237.0
Zamboanga Peninsula,Industry,2016,At Current Prices,105778294.0
Zamboanga Peninsula,Industry,2017,At Constant 2018 Prices,103400238.0
Zamboanga Peninsula,Industry,2017,At Current Prices,107947490.0
Zamboanga Peninsula,Industry,2018,At Constant 2018 Prices,111550829.0
Zamboanga Peninsula,Industry,2018,At Current Prices,111550829.0
Zamboanga Peninsula,Industry,2019,At Constant 2018 Prices,112250034.0
Zamboanga Peninsula,Industry,2019,At Current Prices,113001302.0
Zamboanga Peninsula,Industry,2020,At Constant 2018 Prices,110081544.0
Zamboanga Peninsula,Industry,2020,At Current Prices,123250053.0
Zamboanga Peninsula,Industry,2021,At Constant 2018 Prices,118270737.0
Zamboanga Peninsula,Industry,2021,At Current Prices,133405714.0
Zamboanga Peninsula,Industry,2022,At Constant 2018 Prices,253043230.0
Zamboanga Peninsula,Industry,2022,At Current Prices,307214996.0
